image1,image2
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0018.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0019.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0020.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0021.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0023.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0024.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0025.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0026.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0027.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0028.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0029.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0030.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0031.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0032.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0033.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0034.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0035.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0036.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0037.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0038.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0039.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0040.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0041.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0042.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0043.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0044.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0045.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0046.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0047.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0048.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0012.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0016.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0017.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0018.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0019.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0020.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0021.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0023.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0024.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0025.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0026.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0027.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0028.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0029.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0030.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0031.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0032.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0033.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0034.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0035.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0036.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0037.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0038.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0039.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0040.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0041.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0042.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0043.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0044.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0045.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0046.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0047.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0048.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0013.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0016.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0017.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0018.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0019.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0020.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0021.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0023.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0024.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0025.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0026.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0027.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0028.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0029.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0030.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0031.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0032.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0033.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0034.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0035.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0036.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0037.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0038.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0039.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0040.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0041.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0042.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0043.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0044.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0045.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0046.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0047.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0048.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0014.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0049.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0016.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0017.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0018.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0019.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0020.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0021.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0022.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0023.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0024.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0025.jpg
C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0015.jpg,C:/INDRES/DTU/Semester 3/Special course/Datasets/lfw_subset\Vladimir_Putin\Vladimir_Putin_0026.jpg
